item,category,2016,2017,2018,2019,2020,2021,2022,2023
경기 안성시 - 화재 - 등급,Statistics,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0
경기 안양시 - 감염병 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
경기 안양시 - 교통사고 - 등급,Statistics,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
경기 안양시 - 범죄 - 등급,Statistics,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0
경기 안양시 - 생활안전 - 등급,Statistics,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
경기 안양시 - 자살 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
경기 안양시 - 화재 - 등급,Statistics,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
경기 양주시 - 감염병 - 등급,Statistics,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0
경기 양주시 - 교통사고 - 등급,Statistics,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0
경기 양주시 - 범죄 - 등급,Statistics,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
경기 양주시 - 생활안전 - 등급,Statistics,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0
경기 양주시 - 자살 - 등급,Statistics,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0
경기 양주시 - 화재 - 등급,Statistics,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0
경기 양평군 - 감염병 - 등급,Statistics,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0
경기 양평군 - 교통사고 - 등급,Statistics,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0
경기 양평군 - 범죄 - 등급,Statistics,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0
경기 양평군 - 생활안전 - 등급,Statistics,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
경기 양평군 - 자살 - 등급,Statistics,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0
경기 양평군 - 화재 - 등급,Statistics,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0
경기 여주시 - 감염병 - 등급,Statistics,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0
경기 여주시 - 교통사고 - 등급,Statistics,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0
경기 여주시 - 범죄 - 등급,Statistics,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0
경기 여주시 - 생활안전 - 등급,Statistics,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
경기 여주시 - 자살 - 등급,Statistics,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0
경기 여주시 - 화재 - 등급,Statistics,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0
경기 연천군 - 감염병 - 등급,Statistics,2.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0
경기 연천군 - 교통사고 - 등급,Statistics,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0
경기 연천군 - 범죄 - 등급,Statistics,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
경기 연천군 - 생활안전 - 등급,Statistics,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0
경기 연천군 - 자살 - 등급,Statistics,3.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0
경기 연천군 - 화재 - 등급,Statistics,2.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0
경기 오산시 - 감염병 - 등급,Statistics,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0
경기 오산시 - 교통사고 - 등급,Statistics,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
경기 오산시 - 범죄 - 등급,Statistics,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0
