item,category,2016,2017,2018,2019,2020,2021,2022,2023
예산군 - 신혼부부수,Statistics,1244.0,1173.0,1187.0,1193.0,1140.0,1038.0,1052.0,1200.0
예천군 - 신혼부부수,Statistics,793.0,901.0,1169.0,1250.0,1261.0,1168.0,1146.0,1063.0
오산시 - 신혼부부수,Statistics,7559.0,7167.0,7404.0,7217.0,6942.0,6206.0,5621.0,5111.0
옥천군 - 신혼부부수,Statistics,914.0,833.0,829.0,769.0,710.0,657.0,606.0,559.0
옹진군 - 신혼부부수,Statistics,560.0,566.0,510.0,454.0,401.0,380.0,365.0,369.0
완도군 - 신혼부부수,Statistics,1124.0,1065.0,973.0,960.0,891.0,751.0,665.0,621.0
완산구 - 신혼부부수,Statistics,8952.0,8323.0,7449.0,6717.0,6470.0,5978.0,5607.0,5054.0
완주군 - 신혼부부수,Statistics,2612.0,2482.0,2157.0,1793.0,1650.0,1556.0,1664.0,2052.0
용산구 - 신혼부부수,Statistics,6527.0,6171.0,6124.0,5811.0,5562.0,5353.0,4967.0,4451.0
용인시 - 신혼부부수,Statistics,28822.0,27423.0,27580.0,27573.0,26225.0,23898.0,21789.0,20091.0
울릉군 - 신혼부부수,Statistics,202.0,201.0,206.0,176.0,151.0,139.0,148.0,133.0
울산광역시 - 신혼부부수,Statistics,37507.0,35376.0,32861.0,30431.0,27835.0,24721.0,22614.0,21203.0
울주군 - 신혼부부수,Statistics,6273.0,5903.0,5853.0,5596.0,5066.0,4670.0,4454.0,4049.0
울진군 - 신혼부부수,Statistics,1252.0,1189.0,1108.0,1072.0,1027.0,897.0,856.0,801.0
원주시 - 신혼부부수,Statistics,9187.0,9052.0,8919.0,8983.0,8846.0,8582.0,8332.0,8024.0
유성구 - 신혼부부수,Statistics,12157.0,12138.0,11519.0,10651.0,10059.0,9065.0,8691.0,8841.0
은평구 - 신혼부부수,Statistics,13775.0,12652.0,11843.0,11356.0,10964.0,9977.0,9237.0,8664.0
