item,category,2016,2017,2018,2019,2020,2021,2022,2023
광명시 - 주택소유가구비율,Statistics,58.8,58.4,58.9,58.9,59.0,58.7,59.8,60.4
광명시 - 총가구(일반가구),Statistics,116670.0,116608.0,117086.0,115414.0,111383.0,110678.0,109959.0,107445.0
광산구 - 무주택가구,Statistics,63149.0,64437.0,64302.0,65374.0,68688.0,69255.0,69312.0,68087.0
광산구 - 무주택가구비율,Statistics,42.8,42.8,42.4,42.3,43.1,42.4,42.1,41.3
광산구 - 주택소유가구,Statistics,84318.0,85956.0,87208.0,89011.0,90672.0,94097.0,95431.0,96891.0
광산구 - 주택소유가구비율,Statistics,57.2,57.2,57.6,57.7,56.9,57.6,57.9,58.7
광산구 - 총가구(일반가구),Statistics,147467.0,150393.0,151510.0,154385.0,159360.0,163352.0,164743.0,164978.0
광양시 - 무주택가구,Statistics,23342.0,23387.0,22454.0,22233.0,22404.0,22964.0,23374.0,23302.0
광양시 - 무주택가구비율,Statistics,42.8,42.4,40.3,39.6,38.8,38.7,38.2,37.2
광양시 - 주택소유가구,Statistics,31208.0,31751.0,33244.0,33901.0,35348.0,36412.0,37799.0,39400.0
광양시 - 주택소유가구비율,Statistics,57.2,57.6,59.7,60.4,61.2,61.3,61.8,62.8
광양시 - 총가구(일반가구),Statistics,54550.0,55138.0,55698.0,56134.0,57752.0,59376.0,61173.0,62702.0
광주광역시 - 무주택가구,Statistics,244935.0,247469.0,244706.0,248179.0,255546.0,260714.0,262565.0,261753.0
광주광역시 - 무주택가구비율,Statistics,43.0,43.0,42.3,42.3,42.6,42.3,42.1,41.7
광주광역시 - 주택소유가구,Statistics,324437.0,328263.0,333853.0,338980.0,343671.0,354979.0,360687.0,365849.0
광주광역시 - 주택소유가구비율,Statistics,57.0,57.0,57.7,57.7,57.4,57.7,57.9,58.3
광주광역시 - 총가구(일반가구),Statistics,569372.0,575732.0,578559.0,587159.0,599217.0,615693.0,623252.0,627602.0
광주시 - 무주택가구,Statistics,44884.0,46256.0,48461.0,49623.0,50061.0,51401.0,52540.0,51377.0
광주시 - 무주택가구비율,Statistics,39.8,38.2,37.0,36.3,35.0,34.8,34.4,33.3
광주시 - 주택소유가구,Statistics,67914.0,74680.0,82541.0,87107.0,92978.0,96428.0,100075.0,103064.0
광주시 - 주택소유가구비율,Statistics,60.2,61.8,63.0,63.7,65.0,65.2,65.6,66.7
광주시 - 총가구(일반가구),Statistics,112798.0,120936.0,131002.0,136730.0,143039.0,147829.0,152615.0,154441.0
광진구 - 무주택가구,Statistics,84550.0,85264.0,85944.0,86569.0,88355.0,89210.0,90802.0,92650.0
광진구 - 무주택가구비율,Statistics,57.8,57.7,57.8,57.7,58.1,57.9,58.0,58.4
광진구 - 주택소유가구,Statistics,61646.0,62582.0,62791.0,63336.0,63735.0,64752.0,65661.0,65962.0
광진구 - 주택소유가구비율,Statistics,42.2,42.3,42.2,42.3,41.9,42.1,42.0,41.6
광진구 - 총가구(일반가구),Statistics,146196.0,147846.0,148735.0,149905.0,152090.0,153962.0,156463.0,158612.0
괴산군 - 무주택가구,Statistics,6663.0,6524.0,6479.0,6391.0,7281.0,6891.0,6703.0,6648.0
괴산군 - 무주택가구비율,Statistics,41.1,39.3,38.6,37.6,40.0,38.3,37.1,36.5
괴산군 - 주택소유가구,Statistics,9551.0,10066.0,10286.0,10622.0,10928.0,11106.0,11380.0,11543.0
괴산군 - 주택소유가구비율,Statistics,58.9,60.7,61.4,62.4,60.0,61.7,62.9,63.5
괴산군 - 총가구(일반가구),Statistics,16214.0,16590.0,16765.0,17013.0,18209.0,17997.0,18083.0,18191.0
구례군 - 무주택가구,Statistics,3578.0,3360.0,3326.0,3271.0,3367.0,3393.0,3357.0,3356.0
구례군 - 무주택가구비율,Statistics,33.3,31.1,30.7,30.3,30.6,30.4,30.0,29.8
구례군 - 주택소유가구,Statistics,7158.0,7445.0,7513.0,7515.0,7642.0,7767.0,7841.0,7898.0
구례군 - 주택소유가구비율,Statistics,66.7,68.9,69.3,69.7,69.4,69.6,70.0,70.2
구례군 - 총가구(일반가구),Statistics,10736.0,10805.0,10839.0,10786.0,11009.0,11160.0,11198.0,11254.0
구로구 - 무주택가구,Statistics,71873.0,71037.0,70749.0,73999.0,75539.0,77050.0,80087.0,82121.0
구로구 - 무주택가구비율,Statistics,45.9,45.5,45.3,46.1,46.0,46.4,47.3,48.0
구로구 - 주택소유가구,Statistics,84798.0,85073.0,85486.0,86379.0,88544.0,89147.0,89141.0,89136.0
