item,category,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
전국 - 아파트월세가격지수,Statistics,103.7887446,103.0630673,102.1070662,101.1557639,100.0857763,99.17185493,99.55069256,102.1066637,104.0589447,105.8768797,107.3397472
전라남도 - 아파트월세가격지수,Statistics,101.7714229,101.114625,100.5215345,99.73596932,98.99129506,99.04021814,99.67811512,101.7776126,94.26129676,98.31405341,102.1123033
전북특별자치도 - 아파트월세가격지수,Statistics,101.5998276,101.9657159,101.8544256,101.4199637,101.152195,100.9480884,100.2139828,100.0052637,100.960335,102.7289819,106.0728181
전주시 - 아파트월세가격지수,Statistics,100.9096734,101.8372235,102.0896173,101.7336619,101.4970368,101.4537413,100.3732479,101.0942595,101.2653077,102.3840088,106.8876292
정읍시 - 아파트월세가격지수,Statistics,100.6171062,100.8134059,100.5894877,100.3940936,100.141241,100.0793463,100.1074014,99.77294334,100.7242309,101.0832425,104.5802105
제주시 - 아파트월세가격지수,Statistics,103.8656089,105.6964311,105.1811273,104.6957153,102.2006738,99.60217453,98.88755524,103.5710375,107.0204248,108.4829737,107.2832055
제주특별자치도 - 아파트월세가격지수,Statistics,103.9782828,106.2053297,105.8006942,105.1801925,102.6982382,100.0430357,99.17043973,103.3687983,106.8136253,107.7881227,106.5430626
제천시 - 아파트월세가격지수,Statistics,102.5166693,102.4734302,101.739385,101.3790941,101.0408542,100.9012989,100.1643742,102.323681,105.1040494,109.8382715,114.5289032
종로구 - 아파트월세가격지수,Statistics,106.6384424,104.7293841,103.201763,100.7698372,99.59021522,99.60023849,99.88314093,100.4230362,99.82850293,102.8889745,105.8271731
중구 - 아파트월세가격지수,Statistics,104.1364927,103.0313455,101.535614,100.4754657,100.2827205,100.0588688,100.0354787,101.9542734,104.7127401,106.3341855,109.1070352
중랑구 - 아파트월세가격지수,Statistics,105.1441238,101.9682891,101.1687817,100.6504455,100.4193155,100.5117293,100.3813374,101.0143165,102.5518177,106.8497898,109.2350197
진주시 - 아파트월세가격지수,Statistics,103.3816978,102.8208675,100.3270631,99.89161436,100.6383098,101.0777888,100.3775471,100.8293726,102.6675167,106.3055754,108.189037
진해시 - 아파트월세가격지수,Statistics,116.6421156,114.3981109,108.6989528,104.4568096,99.48937171,99.7183916,99.58171996,102.5964429,109.1899486,111.3744066,115.2760022
창원시 - 아파트월세가격지수,Statistics,120.2995462,119.4873019,116.8521053,108.7219346,101.5558444,99.82674762,99.7262716,103.3342539,110.0577708,115.0586533,114.4881477
천안시 - 아파트월세가격지수,Statistics,102.9946607,102.6972207,101.0712591,99.46133473,98.61637291,97.27531408,99.18151969,101.8606977,103.211299,106.5078772,106.2105529
청주시 - 아파트월세가격지수,Statistics,102.7751995,103.0465234,102.2324814,100.803173,100.1811157,99.51933243,99.87096464,101.2000158,105.2315267,107.7338733,108.5945649
춘천시 - 아파트월세가격지수,Statistics,103.069794,102.5795328,101.9690852,101.7094281,101.2565232,100.2717826,100.3967889,100.0371683,101.413155,104.7141388,109.1226362
충주시 - 아파트월세가격지수,Statistics,108.1705384,107.4700906,106.8255779,104.6490043,100.408664,94.8055917,97.13439704,106.4265359,111.5490428,117.5060879,119.3085494
충청남도 - 아파트월세가격지수,Statistics,103.6578345,103.5977641,102.2467233,100.9776796,99.47891577,98.28822147,99.40484819,102.0216235,103.9614879,106.3629079,106.0421815
충청북도 - 아파트월세가격지수,Statistics,104.4314603,104.4303497,103.4397029,101.4900945,100.0485557,98.68153499,99.31756326,102.3131499,106.1193712,109.5368897,110.9101856
칠곡군 - 아파트월세가격지수,Statistics,104.3851673,103.1037422,102.2715121,100.9912214,100.2612028,100.2692508,100.0369324,100.2807791,102.6117093,105.1878687,106.1499197
태백시 - 아파트월세가격지수,Statistics,100.5378883,100.4598208,100.2495605,99.72587418,99.81944876,99.86882545,100.0237342,99.82831846,99.24828826,99.93212156,100.113375
통영시 - 아파트월세가격지수,Statistics,124.6451672,127.2868499,124.0840468,116.1856037,107.1544894,101.6646457,101.3319661,102.7440061,106.0861653,109.7828894,109.5428097
파주시 - 아파트월세가격지수,Statistics,106.8904856,105.064635,104.6367279,104.6134534,102.2260455,101.2224992,100.0638833,103.329238,107.2761891,106.4289149,110.2225876
평택시 - 아파트월세가격지수,Statistics,103.5456241,103.4346506,103.5760111,103.3421406,104.1420838,96.6497534,98.34283939,106.1020646,118.0161007,119.391555,115.3342017
포천시 - 아파트월세가격지수,Statistics,100.0850824,100.3142852,99.84582128,99.69439633,100.0749832,100.1871015,99.99345492,102.395115,101.6905401,101.9431837,103.845476
포항시 - 아파트월세가격지수,Statistics,106.4766318,107.2467404,105.8047831,105.3940538,102.1178706,99.62468001,99.92007647,101.7012324,107.2956725,112.7701802,112.8926315
하남시 - 아파트월세가격지수,Statistics,98.62609889,97.85211501,97.59611407,96.92251747,99.53272566,95.67988861,101.2339152,101.4668956,106.4279078,112.0112991,113.687184
해운대구 - 아파트월세가격지수,Statistics,101.085917,100.6888429,99.68975255,99.74561565,99.88477988,99.86028575,99.82370274,105.7185847,110.3692634,108.8994134,109.7684336
홍성군 - 아파트월세가격지수,Statistics,95.09185778,94.78928942,94.1608076,94.01209351,93.36873598,93.47254211,96.87339612,102.3553363,103.4187372,100.1761741,96.5220546
화성시 - 아파트월세가격지수,Statistics,105.5631754,104.600218,103.192057,102.3225785,103.0089724,101.2410489,100.0432814,101.9388123,103.2336942,107.4385106,109.510797
