item,category,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
장성군 - 논,Statistics,9523.9,9840.6,9877.5,9893.2,9882.5,9919.0,9965.0,10022.0,10099.0,10155.0,10245.0,9685.0,9704.0,9717.0,9736.0,9751.0,9663.0,9650.0,9512.0,8961.0,8770.0,8690.0,8701.0,8702.0,8662.0,8690.0,8599.0,8409.0,8376.0,8308.0,8252.0,8106.0,7923.0,6494.0,6165.0,5874.0,5914.0,6255.0,6137.0,6071.7154476506,6103.0,4894.8978,4750.2333,4576.305,4567.3493,5021.0589,4987.64,4969.3756,4816.1466
장수군 - 논,Statistics,5437.2,5484.6,5418.7,5419.4,5420.6,5425.0,5432.0,5446.0,5461.0,5518.0,5569.0,5520.0,5525.0,5532.0,5484.0,5481.0,5476.0,5465.0,5407.0,5125.0,5138.0,5058.0,5063.0,4962.0,4917.0,4920.0,4907.0,4870.0,4823.0,4814.0,4532.0,4481.0,4240.0,3706.0,3722.0,3527.0,3554.0,3583.0,3470.0,3240.3464204984,3119.0,3046.4401,2925.0873,2868.3014,2831.7538,2816.2807,2815.96,2848.4102,2885.8936
장승포시 - 논,Statistics,,,,,,,,,,,,,176.0,170.0,170.0,146.0,142.0,142.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
장흥군 - 논,Statistics,10573.5,10626.7,10985.8,11010.2,11093.6,11125.0,11236.0,11292.0,11327.0,11363.0,11366.0,11039.0,11102.0,11132.0,11209.0,11170.0,11170.0,11165.0,11148.0,11113.0,11083.0,11073.0,11062.0,11039.0,10985.0,10481.0,10497.0,10521.0,10468.0,10450.0,10396.0,10328.0,10221.0,9967.0,9645.0,9610.0,9482.0,9545.0,9498.0,9403.8642270289,9362.0,9226.4562,9106.6415,8919.1044,8910.8958,8252.1557,8186.35,8171.8973,8133.7197
전국 - 논,Statistics,1290000.5,1303161.0,1311959.3,1310969.8,1306789.0,1308053.0,1311512.0,1315933.0,1319903.0,1324932.0,1328529.0,1351657.0,1357857.0,1352741.0,1345280.0,1335204.0,1314727.0,1298323.0,1267112.0,1205867.0,1176148.0,1162852.0,1157306.0,1152579.0,1149041.0,1146082.0,1138408.0,1126723.0,1114950.0,1104811.0,1084024.0,1069932.0,1045991.0,1010287.0,984140.0,959914.0,966076.0,963876.0,933615.0,908193.564822714,895739.0,864864.8449,844264.6892,829777.6344,823894.9443,780439.5935,775639.8583,763989.2373,761011.3798
전남 - 논,Statistics,215823.6,218303.8,220069.6,220455.4,220349.2,220335.0,221593.0,223369.0,225286.0,227993.0,225412.0,211583.0,213713.0,214701.0,215323.0,216982.0,215599.0,219892.0,217364.0,218348.0,217456.0,219078.0,221697.0,222079.0,222326.0,221455.0,220771.0,219849.0,218512.0,217883.0,211740.0,209658.0,205738.0,198874.0,194764.0,190588.0,190789.0,191893.0,187910.0,185189.80015568,183530.0,177752.6797,173985.5826,169089.8761,168386.7105,167298.9753,165770.0,163687.9535,161877.7619
전북 - 논,Statistics,172423.3,173560.6,175012.2,175233.4,175441.3,175706.0,176853.0,178954.0,180819.0,183256.0,184536.0,183897.0,185509.0,186247.0,186499.0,186215.0,185511.0,183766.0,181548.0,169326.0,168640.0,166800.0,165771.0,164161.0,163746.0,163536.0,162926.0,161825.0,160927.0,160358.0,158839.0,157719.0,156208.0,146164.0,143222.0,141036.0,142131.0,141873.0,137883.0,134380.325347101,132854.0,130321.9833,128333.1855,124407.6027,123638.1689,123903.719,123820.76,121553.1614,121610.2696
전주시 - 논,Statistics,2823.3,2830.5,2779.0,2736.0,2697.9,2670.0,2648.0,2717.0,2704.0,2669.0,2683.0,2893.0,5517.0,5507.0,5543.0,5433.0,5275.0,5097.0,4986.0,5123.0,5060.0,4921.0,4915.0,4803.0,4757.0,4706.0,4613.0,4527.0,4495.0,4489.0,4344.0,4278.0,4213.0,3618.0,3465.0,3411.0,3420.0,3416.0,3377.0,3298.8321411388,3178.0,3015.335,2969.6217,2836.8064,2856.4218,2689.4001,2611.24,2585.6452,2469.6544
점촌시 - 논,Statistics,,,,,,,,,,,783.0,803.0,893.0,871.0,866.0,849.0,825.0,827.0,819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정선군 - 논,Statistics,834.5,910.5,931.5,915.8,893.9,886.0,869.0,859.0,817.0,821.0,827.0,815.0,814.0,786.0,776.0,748.0,729.0,651.0,581.0,580.0,627.0,650.0,667.0,656.0,653.0,653.0,651.0,647.0,627.0,627.0,637.0,584.0,454.0,434.0,425.0,243.0,245.0,246.0,238.0,227.579130389,207.0,158.9274,145.714,158.332,121.9216,240.5221,247.2724,208.2665,208.0857
정읍군 - 논,Statistics,19700.3,19878.5,20002.2,20101.0,20200.6,19350.0,19604.0,18542.0,18764.0,19066.0,19206.0,17790.0,17848.0,17899.0,17971.0,18028.0,17970.0,17707.0,17557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정읍시 - 논,Statistics,,,,,,,,,,,,,,,,,,,,18997.0,18833.0,18660.0,18663.0,18744.0,18711.0,18719.0,18716.0,18642.0,18508.0,18467.0,18366.0,17995.0,17925.0,16508.0,16129.0,15886.0,16029.0,15983.0,15358.0,14955.1279511113,14553.0,14356.185,14019.9809,13831.5354,13784.4448,14592.1895,14573.89,14286.8137,14293.1429
정주시 - 논,Statistics,,,,,,870.0,899.0,2273.0,2284.0,2306.0,2304.0,2446.0,2571.0,2570.0,2584.0,2575.0,2534.0,2493.0,2448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제주 - 논,Statistics,1062.4,1019.9,973.7,1003.3,1003.7,1204.0,1164.0,1073.0,1071.0,1038.0,1004.0,982.0,983.0,886.0,886.0,788.0,474.0,234.0,209.0,206.0,205.0,205.0,205.0,195.0,195.0,194.0,194.0,194.0,171.0,171.0,101.0,101.0,84.0,58.0,33.0,33.0,33.0,32.0,19.0,18.0531011325,17.0,17.0,16.9666,16.9666,16.9589,13.5237,12.2098,12.2098,12.2098
제주시 - 논,Statistics,75.0,34.7,34.7,34.6,34.6,35.0,35.0,33.0,33.0,33.0,33.0,31.0,31.0,31.0,31.0,32.0,14.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,33.0,33.0,33.0,8.0,8.0,8.0,8.0,6.0,5.6221044998,5.0,5.0,5.0,5.0,5.0,0.0,,,0.0
제천군 - 논,Statistics,5385.8,5401.6,5404.8,4354.5,4347.1,4316.0,4316.0,3891.0,3117.0,3100.0,3089.0,3533.0,3529.0,3569.0,3502.0,3461.0,3201.0,3114.0,3068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제천시 - 논,Statistics,,,,1039.2,1035.7,1036.0,1036.0,1409.0,1389.0,1393.0,1393.0,1460.0,1446.0,1469.0,1432.0,1423.0,1387.0,1347.0,1325.0,4169.0,3839.0,3766.0,3657.0,3645.0,3616.0,3566.0,3543.0,3491.0,3449.0,3418.0,3268.0,3183.0,3108.0,2921.0,2863.0,2765.0,2791.0,2808.0,2693.0,2672.0965158424,2637.0,2396.0008,2280.3277,2282.2982,2269.0206,1663.071,1542.72,1494.3191,1393.8149
중원군 - 논,Statistics,9623.7,9880.1,10116.2,10100.1,10041.6,10051.0,9974.0,10423.0,10173.0,10175.0,10190.0,9232.0,9187.0,9019.0,9008.0,8965.0,8822.0,8685.0,8631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
증평군 - 논,Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423.0,1427.0,1303.0,1280.0,1236.0,1213.0,1231.0,1224.0,1199.0,1171.2586213316,1166.0,1133.7005,1082.1577,1059.4589,1058.5619,1002.0384,976.5775,986.7468,984.9649
진도군 - 논,Statistics,5259.4,5240.8,5248.7,5372.1,5406.4,5407.0,5407.0,5401.0,5403.0,6252.0,6228.0,6805.0,6866.0,6907.0,6942.0,6945.0,6873.0,7070.0,7076.0,6869.0,6898.0,7016.0,7059.0,7223.0,7225.0,7210.0,7232.0,7290.0,7313.0,7289.0,7089.0,6928.0,7190.0,7159.0,7042.0,6937.0,6992.0,6991.0,6869.0,6776.947407596,6735.0,6403.1315,6345.997,6235.774,6218.5846,6457.7455,6350.61,6322.487,6135.3945
진안군 - 논,Statistics,6286.6,6383.3,6463.6,6485.2,6502.6,6523.0,6526.0,6572.0,6628.0,6709.0,6722.0,6676.0,6759.0,6846.0,6931.0,6950.0,6955.0,6929.0,6887.0,6372.0,6383.0,6038.0,6057.0,5409.0,5370.0,5372.0,5334.0,5218.0,5181.0,5161.0,4987.0,4951.0,4844.0,3438.0,3233.0,3163.0,3168.0,3247.0,2616.0,2598.6741239365,2567.0,2302.816,2226.6559,2292.2747,2259.8483,1833.0541,1830.33,1795.3132,1816.6144
진양군 - 논,Statistics,9899.7,9912.1,9904.0,9887.6,9839.9,9818.0,9728.0,9669.0,9670.0,9733.0,9733.0,10921.0,10948.0,10943.0,10883.0,10817.0,10755.0,10636.0,10483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진주시 - 논,Statistics,1001.8,995.7,980.0,814.8,805.5,797.0,784.0,774.0,773.0,775.0,775.0,811.0,776.0,778.0,774.0,761.0,763.0,752.0,754.0,9992.0,9785.0,9726.0,9552.0,9368.0,9265.0,9028.0,8912.0,8863.0,8829.0,8784.0,8764.0,8754.0,8742.0,8169.0,7405.0,7141.0,7179.0,7019.0,6892.0,6466.3866405307,6223.0,6049.9576,5765.4435,5616.2574,5630.7515,4546.0152,4481.48,4445.4607,4440.3375
진천군 - 논,Statistics,7192.6,7573.3,7791.0,7832.3,7838.2,7878.0,7951.0,8012.0,8049.0,8105.0,8066.0,7419.0,7484.0,7488.0,7481.0,7615.0,7576.0,7530.0,7407.0,7180.0,7087.0,6995.0,6998.0,7017.0,6982.0,6979.0,6936.0,6733.0,6662.0,6569.0,6328.0,6246.0,5885.0,5705.0,5648.0,5619.0,5545.0,5356.0,5192.0,5091.0281738326,5022.0,4636.1276,4526.1073,4520.1942,4447.7794,4550.8575,4549.38,4520.3066,4445.0299
진해시 - 논,Statistics,639.2,641.2,620.0,611.3,610.1,609.0,613.0,1217.0,1226.0,1196.0,1196.0,1248.0,1251.0,1217.0,1156.0,1081.0,1069.0,1049.0,976.0,772.0,727.0,548.0,545.0,537.0,535.0,517.0,495.0,480.0,478.0,463.0,462.0,455.0,374.0,324.0,283.0,,,,,,,,,,,,,,
창녕군 - 논,Statistics,9760.2,9822.9,9871.0,9954.4,9843.2,10059.0,10137.0,10187.0,10184.0,10184.0,10211.0,10533.0,10533.0,10486.0,10431.0,10371.0,10186.0,9836.0,9501.0,8935.0,8536.0,8442.0,8444.0,8487.0,8466.0,8468.0,8513.0,8461.0,8444.0,8432.0,8418.0,8265.0,8231.0,8070.0,7781.0,7573.0,7553.0,7697.0,7731.0,7444.302180717,7617.0,7396.7197,7299.1046,7268.5613,7288.008,5243.5663,5412.34,5432.6891,5645.9412
창원군 - 논,Statistics,9050.6,9012.2,8995.4,,,,,,,,,,,8499.0,8390.0,8146.0,7903.0,7430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
창원시 - 논,Statistics,,,,578.0,779.8,779.0,573.0,530.0,478.0,459.0,447.0,581.0,580.0,530.0,497.0,498.0,439.0,416.0,4700.0,4451.0,4182.0,4046.0,4022.0,4014.0,3989.0,3970.0,3992.0,3969.0,3931.0,3914.0,3882.0,3837.0,3799.0,3744.0,3595.0,5338.0,5386.0,5765.0,5594.0,5589.3165720747,5527.0,5427.1492,5175.59,5018.7742,5016.9935,3857.5345,3742.9,3944.4283,3914.6206
천안군 - 논,Statistics,,,,,,,11270.0,,,,,,,,10974.0,10888.0,10592.0,10093.0,9522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
천안시 - 논,Statistics,1750.9,1738.3,1760.9,1750.7,1751.5,1746.0,1765.0,1859.0,1862.0,1823.0,1826.0,1757.0,1728.0,1713.0,1718.0,1646.0,1657.0,1615.0,1504.0,11147.0,10319.0,10068.0,10028.0,9891.0,9835.0,9774.0,9689.0,9578.0,9497.0,9459.0,9304.0,9134.0,8606.0,8361.0,8144.0,7694.0,7721.0,7337.0,6571.0,6353.0648690758,6392.0,6272.1624,6161.1911,6122.3102,6084.3684,6209.1866,6098.39,5910.6018,5781.1353
천원군 - 논,Statistics,10871.5,11059.7,11230.9,11222.2,11228.9,11232.0,,11149.0,11095.0,11064.0,11018.0,11191.0,11150.0,11081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
철원군 - 논,Statistics,7107.2,7242.8,8326.3,8409.8,8424.3,8495.0,8823.0,8836.0,8879.0,8801.0,8830.0,10777.0,10794.0,10959.0,11051.0,11103.0,10907.0,10774.0,10781.0,10397.0,10463.0,10411.0,10307.0,10229.0,10228.0,10333.0,10403.0,10405.0,11445.0,11418.0,11237.0,11184.0,11034.0,11049.0,11050.0,10821.0,10935.0,10994.0,10901.0,10605.1291291364,10372.0,10216.6641,10169.4911,10094.2191,10026.7704,9801.4467,9807.52,9807.9358,9808.6115
청도군 - 논,Statistics,7990.3,7980.9,7967.4,7975.0,7922.6,7878.0,7766.0,7612.0,7503.0,7402.0,7356.0,7653.0,7499.0,7274.0,7041.0,6666.0,6218.0,5556.0,5280.0,4924.0,4811.0,4682.0,4663.0,4553.0,4569.0,4471.0,4439.0,4382.0,4344.0,4219.0,4186.0,4090.0,3990.0,3912.0,3838.0,3745.0,3733.0,3788.0,3476.0,2947.6746584139,2976.0,2797.2162,2734.5633,2887.9739,2858.6823,2517.5367,2560.56,2537.7768,2465.7798
청송군 - 논,Statistics,3409.1,3466.3,3451.1,3454.9,3425.8,3366.0,3333.0,3203.0,3167.0,3107.0,3039.0,3117.0,3084.0,3022.0,2990.0,2945.0,2618.0,2559.0,2485.0,2069.0,2050.0,2052.0,2024.0,1986.0,1947.0,1955.0,1923.0,1921.0,1903.0,1875.0,1874.0,1859.0,1852.0,1864.0,1798.0,1758.0,1772.0,1714.0,1695.0,1424.4545061712,1406.0,1268.1315,1252.8544,1252.2331,1241.2518,946.4581,891.52,841.7244,842.5118
청양군 - 논,Statistics,7499.9,7619.7,7768.3,7798.2,7840.2,7877.0,7888.0,7995.0,8038.0,8084.0,8149.0,8214.0,8208.0,8246.0,8239.0,8194.0,8132.0,8075.0,8028.0,7817.0,7853.0,7820.0,7801.0,7769.0,7715.0,7569.0,7507.0,7475.0,7462.0,7358.0,7357.0,7283.0,7183.0,6837.0,6720.0,6607.0,6703.0,6613.0,6542.0,6367.4485096254,6364.0,6386.1486,6345.8223,6288.1207,6255.4722,5298.5436,5249.29,5089.8008,5070.4266
청원군 - 논,Statistics,17441.6,18161.9,18509.9,18197.2,18210.4,18238.0,18377.0,16926.0,16988.0,17146.0,17102.0,16260.0,16300.0,16213.0,16181.0,16022.0,15923.0,15798.0,15613.0,13503.0,13531.0,13424.0,13040.0,12869.0,12712.0,12584.0,12536.0,12556.0,12328.0,12091.0,11878.0,11661.0,11339.0,11202.0,10911.0,10571.0,10723.0,10049.0,9307.0,,,,,,,,,,
청주시 - 논,Statistics,1299.6,1308.0,1241.7,1216.4,1199.5,1175.0,1151.0,2706.0,2712.0,2623.0,2579.0,2672.0,2672.0,2823.0,2801.0,2804.0,2796.0,2731.0,2727.0,3533.0,3467.0,3424.0,3387.0,3257.0,3248.0,3119.0,3103.0,3028.0,3023.0,2991.0,2897.0,2813.0,2758.0,2738.0,2652.0,2442.0,2429.0,2377.0,2125.0,11243.4442190128,11051.0,10494.0507,10239.9544,10099.9374,10059.3632,9660.2034,9745.72,9747.9336,9821.0819
춘성군 - 논,Statistics,3450.8,3460.4,3490.4,3499.1,3489.4,3474.0,3469.0,3488.0,3503.0,3581.0,3577.0,4212.0,4278.0,4296.0,4277.0,4298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
춘천군 - 논,Statistics,,,,,,,,,,,,,,,,,4300.0,4150.0,3945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
춘천시 - 논,Statistics,671.8,678.7,678.7,669.0,658.2,658.0,658.0,651.0,641.0,606.0,603.0,480.0,475.0,437.0,433.0,411.0,398.0,333.0,323.0,3670.0,3540.0,3437.0,3316.0,3302.0,3154.0,3168.0,3130.0,3093.0,3044.0,2963.0,2729.0,2599.0,2517.0,2384.0,2394.0,2162.0,2174.0,2222.0,2138.0,2102.0696386557,2178.0,1958.8231,1797.3613,1770.7134,1786.3427,1315.0899,1291.2,1190.2679,1174.1676
충남 - 논,Statistics,181380.3,183030.0,185093.4,186321.1,186264.8,187660.0,190406.0,192009.0,193288.0,194687.0,197641.0,200649.0,198870.0,199041.0,199040.0,199437.0,198271.0,196865.0,193070.0,193032.0,190909.0,189623.0,188871.0,188289.0,187753.0,187268.0,186249.0,184640.0,184030.0,183161.0,181897.0,181328.0,176107.0,172136.0,169081.0,165678.0,167068.0,159612.0,154535.0,152676.610958864,151431.0,148557.6753,146703.3528,145784.6018,145103.1232,141924.7967,141674.32,140058.1591,139685.5339
충무시 - 논,Statistics,140.8,139.8,139.8,131.5,121.4,121.0,111.0,111.0,108.0,103.0,103.0,104.0,91.0,83.0,81.0,76.0,66.0,51.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충북 - 논,Statistics,80765.1,82999.4,84871.2,84475.8,84455.1,84584.0,84989.0,85744.0,84823.0,85001.0,85277.0,82669.0,82615.0,82404.0,82138.0,81700.0,80153.0,78542.0,76844.0,70544.0,67815.0,66997.0,66060.0,65496.0,64905.0,64484.0,64084.0,63264.0,62128.0,60916.0,58498.0,57098.0,54871.0,52994.0,50999.0,49222.0,49443.0,48062.0,45164.0,44541.3404846566,43807.0,40505.592,38612.5133,38290.161,37970.1695,35348.8835,35133.91,34654.5889,34627.7914
충주시 - 논,Statistics,1471.2,1502.4,1510.8,1514.6,1489.7,1486.0,1486.0,1482.0,1422.0,1414.0,1401.0,1395.0,1375.0,1389.0,1384.0,1405.0,1290.0,1242.0,1243.0,8810.0,8492.0,8335.0,8341.0,8340.0,8251.0,8334.0,8312.0,8271.0,8211.0,7995.0,7412.0,7025.0,6565.0,6340.0,6240.0,6117.0,6080.0,6121.0,6063.0,6046.3697299157,5986.0,5563.1942,5323.9281,5340.0304,5299.8882,4626.5362,4597.76,4534.9629,4509.267
칠곡군 - 논,Statistics,8132.3,7425.1,7351.7,7250.9,7225.8,6459.0,6431.0,6408.0,6360.0,6360.0,6378.0,5950.0,5795.0,5784.0,5695.0,5484.0,5410.0,5262.0,5028.0,4916.0,4789.0,4554.0,4466.0,4380.0,4358.0,4358.0,4378.0,4377.0,4276.0,4119.0,4078.0,3991.0,3763.0,3471.0,3197.0,3174.0,3172.0,3052.0,3011.0,2815.5457317183,2850.0,2794.9941,2702.718,2691.1615,2681.8217,2082.6717,2141.66,2123.725,2163.0561
태백시 - 논,Statistics,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,0.0,,0.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,10.451,0.0,0.0,0.0
태안군 - 논,Statistics,,,,,,,,,,,,,9603.0,9625.0,9690.0,9680.0,9654.0,9602.0,9504.0,11264.0,11193.0,11160.0,11067.0,11064.0,10986.0,10876.0,10834.0,10743.0,10830.0,10896.0,10881.0,10953.0,10753.0,10489.0,10442.0,10328.0,10414.0,10104.0,9575.0,9561.2839295996,9371.0,9254.6427,9183.7172,9149.8518,9028.2836,9732.3497,9696.94,9635.1127,9671.2087
통영군 - 논,Statistics,1910.4,1911.1,1909.2,1889.2,1881.8,1869.0,1855.0,1845.0,1839.0,1814.0,1794.0,1944.0,1902.0,1838.0,1829.0,1788.0,1691.0,1626.0,1593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
통영시 - 논,Statistics,,,,,,,,,,,,,,,,,,,,1387.0,1309.0,1252.0,1130.0,1115.0,1066.0,1071.0,1076.0,1074.0,1057.0,1053.0,1032.0,1007.0,959.0,824.0,662.0,580.0,585.0,592.0,586.0,544.776478369,527.0,481.6395,428.4078,427.1701,418.6158,404.3258,407.5114,378.5764,395.3894
파주군 - 논,Statistics,10758.7,11002.0,11140.7,11203.8,11019.0,11042.0,11050.0,11368.0,11363.0,11337.0,11264.0,13286.0,14387.0,12825.0,12870.0,12603.0,12253.0,12018.0,11672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
파주시 - 논,Statistics,,,,,,,,,,,,,,,,,,,,11436.0,10744.0,10588.0,10556.0,10537.0,10445.0,10375.0,10205.0,10068.0,9633.0,9333.0,8641.0,8448.0,7923.0,7993.0,7946.0,7599.0,7698.0,7844.0,7738.0,7715.186622505,7102.0,6797.4251,6624.8832,6505.0412,6470.2793,7499.9371,7490.47,6850.946,6754.8261
평창군 - 논,Statistics,2648.0,2738.2,2767.7,2757.8,2751.7,2713.0,2656.0,2593.0,2569.0,2558.0,2485.0,2271.0,2195.0,2081.0,1959.0,1815.0,1566.0,1358.0,1180.0,1097.0,1009.0,1083.0,1039.0,1056.0,1065.0,1048.0,1045.0,1039.0,1042.0,1004.0,914.0,823.0,787.0,761.0,764.0,653.0,658.0,667.0,595.0,581.6356546908,452.0,313.8515,185.3763,189.902,155.8176,497.752,464.581,303.602,263.0133
평택군 - 논,Statistics,19085.3,19721.6,20220.9,20189.9,19280.2,18196.0,18230.0,18808.0,19220.0,19203.0,17425.0,17998.0,17981.0,18132.0,18051.0,18008.0,17829.0,17650.0,16687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
평택시 - 논,Statistics,,,,,,,,,,,1760.0,1835.0,1809.0,1810.0,1761.0,1692.0,1600.0,1595.0,1527.0,18341.0,17873.0,17693.0,17729.0,17566.0,17540.0,17536.0,17432.0,17290.0,17121.0,16986.0,15489.0,15438.0,15180.0,14986.0,14802.0,14346.0,14463.0,14385.0,14074.0,13947.6516845204,13653.0,13074.3182,12678.6875,12512.2375,12188.9582,11574.9496,11349.3,11055.4342,10978.3283
포천군 - 논,Statistics,6944.8,7125.0,7371.5,7437.5,7471.4,7498.0,7520.0,7840.0,8185.0,8163.0,8130.0,8118.0,8181.0,8075.0,7956.0,7814.0,7627.0,7112.0,6644.0,6628.0,6140.0,5887.0,5925.0,5965.0,6001.0,6037.0,5884.0,,,,,,,,,,,,,,,,,,,,,,
포천시 - 논,Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,5791.0,5583.0,5472.0,5239.0,4893.0,4745.0,4711.0,4564.0,4217.0,4327.0,4410.0,4161.0,4015.9579465798,3930.0,3738.0346,3696.0969,3415.242,3397.0644,3358.9514,3099.93,2723.2386,2689.3054
포항시 - 논,Statistics,622.2,610.5,655.4,487.5,478.4,474.0,443.0,579.0,536.0,504.0,506.0,426.0,407.0,450.0,398.0,379.0,303.0,292.0,283.0,10426.0,10253.0,10213.0,10274.0,10331.0,10217.0,10326.0,10313.0,10331.0,10257.0,10240.0,10150.0,10043.0,9948.0,9698.0,9493.0,9242.0,9256.0,9162.0,8985.0,8434.6085294887,8314.0,8048.3695,7943.8548,7962.5006,7991.8849,6916.2588,6631.16,6561.0521,6566.1187
하남시 - 논,Statistics,,,,,,,,,,,,,1147.0,1135.0,1117.0,1041.0,804.0,837.0,694.0,527.0,402.0,355.0,330.0,293.0,254.0,252.0,194.0,184.0,150.0,129.0,126.0,62.0,64.0,43.0,31.0,28.0,29.0,27.0,21.0,20.3769702883,13.0,7.1604,6.1724,1.8483,1.8483,23.316,19.8847,19.9054,19.9054
하동군 - 논,Statistics,8855.3,8856.6,8886.0,8785.6,8742.7,8695.0,8757.0,8636.0,8597.0,8595.0,8586.0,9034.0,9002.0,8952.0,8950.0,8953.0,8050.0,8550.0,8433.0,8051.0,7694.0,7579.0,7551.0,7536.0,7369.0,7301.0,7219.0,7117.0,6958.0,6899.0,6773.0,6657.0,6582.0,6414.0,6232.0,6084.0,6078.0,5848.0,5534.0,5325.2413634961,5132.0,4934.695,4476.2221,4448.6677,4432.3061,4165.7883,4128.22,4132.6694,4165.9431
함안군 - 논,Statistics,9081.4,9077.2,9027.8,9024.5,9018.1,9191.0,9195.0,9075.0,9128.0,9187.0,9160.0,9529.0,9274.0,9234.0,9211.0,8991.0,8786.0,8652.0,8457.0,8441.0,8305.0,8199.0,8167.0,8176.0,8198.0,8218.0,8190.0,8114.0,8073.0,7954.0,7900.0,7798.0,7641.0,7496.0,7193.0,7028.0,6964.0,6811.0,6738.0,6302.0937252173,6292.0,6186.76,5951.182,5909.9974,5874.3844,5325.3461,5410.72,5132.8925,5226.324
함양군 - 논,Statistics,7563.0,7564.6,7571.4,7575.0,7562.4,7498.0,7469.0,7417.0,7409.0,7368.0,7340.0,7587.0,7570.0,7554.0,7491.0,7451.0,7271.0,6959.0,6721.0,6345.0,5994.0,5785.0,5634.0,5639.0,5743.0,5682.0,5618.0,5555.0,5495.0,5433.0,5424.0,5388.0,5175.0,4980.0,4700.0,4613.0,4629.0,4819.0,4661.0,4544.263509616,4443.0,4065.543,3942.5962,4015.284,4001.9309,3612.825,3195.19,3195.9785,3176.7273
함평군 - 논,Statistics,9575.2,9871.7,9989.2,10083.2,10113.4,10145.0,10238.0,10407.0,10817.0,11094.0,11343.0,10537.0,10820.0,10884.0,10992.0,11010.0,10574.0,11009.0,10622.0,10140.0,10217.0,10207.0,10207.0,10173.0,10146.0,10089.0,9948.0,9941.0,9840.0,9774.0,9718.0,9641.0,9656.0,9197.0,8886.0,8679.0,8700.0,8734.0,8529.0,8477.3625850307,8462.0,8162.7508,8092.3703,7720.4744,7641.0912,7503.5532,7483.05,7357.8336,7177.3845
합천군 - 논,Statistics,11838.9,11856.0,11884.9,11878.3,11877.6,11819.0,11768.0,11673.0,11600.0,11613.0,11587.0,11552.0,11582.0,11608.0,11593.0,11549.0,11543.0,11333.0,11269.0,10644.0,10459.0,10369.0,10320.0,10316.0,10354.0,10343.0,10324.0,10283.0,10255.0,10217.0,10225.0,10171.0,9994.0,9572.0,9252.0,9095.0,9144.0,9204.0,8667.0,8388.8849869498,8104.0,8024.29,8017.9239,8005.9233,7931.0077,5685.7704,5860.46,5764.5406,5775.6908
해남군 - 논,Statistics,16921.0,16976.2,17305.2,17454.5,17536.0,17550.0,17616.0,17695.0,17778.0,17941.0,18013.0,18011.0,18558.0,18741.0,18880.0,18910.0,18828.0,19399.0,19064.0,21710.0,21765.0,24050.0,26916.0,26963.0,26939.0,26918.0,26900.0,26852.0,26865.0,26878.0,22666.0,22623.0,22640.0,22942.0,23274.0,22886.0,23007.0,23042.0,22775.0,22424.828400253,22242.0,21621.4731,20987.5815,20383.5416,20258.7935,23211.3949,22871.0,22546.2375,22359.2819
홍성군 - 논,Statistics,9137.7,9131.5,9157.3,9296.3,9331.0,9398.0,9591.0,9848.0,10254.0,10506.0,10668.0,10311.0,10538.0,10576.0,10594.0,10604.0,10547.0,10455.0,10431.0,11271.0,11366.0,11307.0,11342.0,11338.0,11288.0,11113.0,11040.0,11025.0,11018.0,10946.0,10925.0,10903.0,10718.0,10631.0,10548.0,10409.0,10296.0,10261.0,10067.0,10035.5259171059,10009.0,9882.4645,9835.18,9791.1766,9788.1648,9089.969,9040.39,8994.3559,8989.2931
