item,category,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
수영구 - 등록외국인＜br＞(A),Statistics,832.0,765.0,738.0,847.0,952.0,939.0,941.0,985.0,1012.0,1058.0,1140.0,1211.0,1259.0,1265.0,1320.0,1280.0,1230.0,1292.0,1385.0,1526.0
수영구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,4.61,4.28,4.15,4.75,5.37,5.3,5.28,5.57,5.73,6.04,6.39,6.74,7.02,7.03,7.49,7.27,6.95,7.38,7.92,8.74
수영구 - 주민등록인구＜br＞(B),Statistics,180576.0,178684.0,177814.0,178253.0,177140.0,177292.0,178267.0,176691.0,176666.0,175098.0,178480.0,179795.0,179324.0,179996.0,176246.0,176148.0,176894.0,175095.0,174806.0,174518.0
수원시 - 등록외국인＜br＞(A),Statistics,8303.0,9032.0,13365.0,19293.0,23253.0,25300.0,27146.0,29708.0,27697.0,30352.0,34941.0,37351.0,37183.0,37852.0,41046.0,40557.0,35835.0,33251.0,34094.0,36174.0
수원시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,8.03,8.64,12.5,18.07,21.78,23.58,25.19,27.29,24.72,26.44,29.76,31.53,31.14,31.47,34.17,33.95,30.21,28.09,28.63,30.21
수원시 - 주민등록인구＜br＞(B),Statistics,1033829.0,1045587.0,1068906.0,1067702.0,1067425.0,1073149.0,1077535.0,1088489.0,1120258.0,1148157.0,1174228.0,1184624.0,1194041.0,1202628.0,1201166.0,1194465.0,1186078.0,1183714.0,1190964.0,1197257.0
순창군 - 등록외국인＜br＞(A),Statistics,99.0,134.0,178.0,208.0,263.0,292.0,294.0,294.0,288.0,299.0,339.0,363.0,365.0,361.0,353.0,395.0,354.0,313.0,360.0,415.0
순창군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.11,4.19,5.48,6.49,8.51,9.68,9.73,9.97,9.58,9.88,11.16,12.0,12.19,12.16,12.09,13.92,12.73,11.66,13.47,15.51
순창군 - 주민등록인구＜br＞(B),Statistics,31814.0,32012.0,32485.0,32035.0,30920.0,30179.0,30209.0,29497.0,30055.0,30272.0,30368.0,30248.0,29949.0,29698.0,29209.0,28382.0,27810.0,26855.0,26727.0,26764.0
순천시 - 등록외국인＜br＞(A),Statistics,774.0,1027.0,1224.0,1401.0,1606.0,1591.0,1575.0,1604.0,1653.0,1677.0,1711.0,1829.0,1849.0,1858.0,2008.0,2124.0,2049.0,2134.0,2513.0,2806.0
순천시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,2.87,3.79,4.53,5.18,5.96,5.9,5.78,5.89,6.04,6.08,6.17,6.56,6.64,6.65,7.19,7.6,7.26,7.58,9.02,10.09
순천시 - 주민등록인구＜br＞(B),Statistics,270059.0,270934.0,269940.0,270380.0,269429.0,269516.0,272620.0,272201.0,273798.0,275668.0,277188.0,278765.0,278548.0,279331.0,279389.0,279598.0,282189.0,281436.0,278737.0,278137.0
시흥시 - 등록외국인＜br＞(A),Statistics,12320.0,10744.0,13171.0,14864.0,15408.0,15837.0,17308.0,20167.0,20960.0,26052.0,29983.0,31514.0,31299.0,32031.0,34640.0,34697.0,32410.0,31523.0,33139.0,37188.0
시흥시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,32.54,27.75,33.73,38.06,39.23,39.8,42.86,50.27,52.47,65.66,75.98,79.13,77.69,76.33,77.2,73.25,64.7,61.56,64.61,71.55
시흥시 - 주민등록인구＜br＞(B),Statistics,378613.0,387239.0,390477.0,390564.0,392756.0,397912.0,403797.0,401149.0,399485.0,396765.0,394639.0,398256.0,402888.0,419664.0,448687.0,473682.0,500895.0,512030.0,512912.0,519715.0
신안군 - 등록외국인＜br＞(A),Statistics,55.0,68.0,109.0,169.0,277.0,393.0,409.0,398.0,382.0,512.0,631.0,726.0,723.0,767.0,773.0,828.0,764.0,734.0,887.0,1210.0
신안군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,1.16,1.46,2.33,3.68,6.06,8.68,9.0,8.97,8.7,11.59,14.42,16.77,16.95,18.23,18.73,20.56,19.62,19.21,23.43,31.81
신안군 - 주민등록인구＜br＞(B),Statistics,47591.0,46451.0,46714.0,45968.0,45718.0,45294.0,45428.0,44355.0,43898.0,44162.0,43747.0,43294.0,42652.0,42070.0,41263.0,40274.0,38938.0,38217.0,37858.0,38037.0
아산시 - 등록외국인＜br＞(A),Statistics,4119.0,4017.0,5552.0,6325.0,7387.0,7875.0,9361.0,10888.0,11237.0,12056.0,13382.0,13406.0,14670.0,16204.0,17420.0,18679.0,16972.0,16373.0,18032.0,21008.0
아산시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,20.5,19.65,26.24,28.56,30.66,30.71,35.3,39.66,40.06,42.0,45.52,45.03,48.43,52.03,55.69,59.41,53.69,50.44,53.9,60.75
아산시 - 주민등록인구＜br＞(B),Statistics,200938.0,204431.0,211560.0,221490.0,240942.0,256449.0,265191.0,274523.0,280490.0,287073.0,293954.0,297737.0,302929.0,311453.0,312822.0,314395.0,316129.0,324580.0,334539.0,345796.0
안동시 - 등록외국인＜br＞(A),Statistics,559.0,642.0,986.0,1323.0,1418.0,1434.0,1437.0,1333.0,1418.0,1443.0,1397.0,1370.0,1335.0,1465.0,1533.0,1481.0,1310.0,1299.0,1563.0,1774.0
안동시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.21,3.75,5.84,7.88,8.48,8.56,8.56,7.93,8.43,8.57,8.28,8.1,7.91,8.81,9.45,9.25,8.24,8.28,10.11,11.6
안동시 - 주민등록인구＜br＞(B),Statistics,174037.0,171387.0,168733.0,167916.0,167300.0,167432.0,167886.0,168157.0,168302.0,168461.0,168697.0,169221.0,168798.0,166272.0,162180.0,160052.0,158907.0,156972.0,154610.0,152935.0
안산시 - 등록외국인＜br＞(A),Statistics,20089.0,18228.0,24256.0,29673.0,32816.0,34147.0,38971.0,44316.0,43465.0,49249.0,53755.0,55719.0,54497.0,53733.0,56787.0,56467.0,51270.0,47412.0,49117.0,52221.0
안산시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,30.13,26.84,34.71,42.09,46.33,48.41,54.51,61.93,60.78,69.01,75.94,79.84,79.0,79.29,86.0,86.75,78.28,72.64,76.55,82.98
안산시 - 주민등록인구＜br＞(B),Statistics,666784.0,679011.0,698819.0,705040.0,708257.0,705346.0,714891.0,715586.0,715108.0,713666.0,707876.0,697885.0,689859.0,677710.0,660343.0,650918.0,654915.0,652726.0,641660.0,629308.0
안성시 - 등록외국인＜br＞(A),Statistics,2729.0,2931.0,4027.0,4713.0,5720.0,6088.0,6938.0,7531.0,7311.0,8032.0,9056.0,9251.0,9851.0,10656.0,11375.0,11802.0,11222.0,10874.0,12090.0,13815.0
안성시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,17.71,18.65,25.22,28.78,33.74,35.62,38.99,41.67,40.26,44.09,49.79,51.34,53.86,58.3,61.96,64.35,60.01,57.37,64.02,73.08
안성시 - 주민등록인구＜br＞(B),Statistics,154110.0,157130.0,159655.0,163733.0,169545.0,170919.0,177937.0,180743.0,181608.0,182173.0,181896.0,180199.0,182896.0,182786.0,183579.0,183405.0,187012.0,189534.0,188842.0,189034.0
안양시 - 등록외국인＜br＞(A),Statistics,4150.0,4076.0,5379.0,6491.0,7051.0,6964.0,7117.0,7585.0,6818.0,6810.0,7500.0,7662.0,7238.0,6933.0,7408.0,7420.0,6543.0,6071.0,6119.0,6452.0
안양시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,6.68,6.52,8.62,10.4,11.37,11.3,11.45,12.32,11.15,11.2,12.48,12.82,12.12,11.8,12.84,13.09,11.9,11.1,11.16,11.85
안양시 - 주민등록인구＜br＞(B),Statistics,621047.0,625350.0,624280.0,624197.0,620279.0,616547.0,621714.0,615642.0,611412.0,607877.0,600809.0,597789.0,597414.0,587764.0,576831.0,567044.0,550027.0,547178.0,548228.0,544660.0
양구군 - 등록외국인＜br＞(A),Statistics,199.0,157.0,177.0,193.0,222.0,203.0,337.0,283.0,240.0,234.0,256.0,240.0,254.0,263.0,258.0,288.0,248.0,331.0,386.0,419.0
양구군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,9.17,7.31,8.32,9.02,10.42,9.52,15.43,12.7,10.53,9.92,10.72,9.96,10.58,11.03,11.02,12.65,11.13,15.22,18.05,19.9
양구군 - 주민등록인구＜br＞(B),Statistics,21692.0,21480.0,21269.0,21401.0,21303.0,21323.0,21843.0,22285.0,22799.0,23594.0,23888.0,24089.0,24010.0,23835.0,23408.0,22764.0,22278.0,21748.0,21383.0,21056.0
양산시 - 등록외국인＜br＞(A),Statistics,2670.0,2644.0,3148.0,3343.0,3840.0,3820.0,4095.0,4530.0,4310.0,4587.0,5231.0,5749.0,5938.0,5915.0,6108.0,6319.0,5776.0,5606.0,6120.0,6948.0
양산시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,12.49,11.89,13.9,14.41,15.8,15.26,15.74,17.0,15.94,16.41,17.89,19.08,18.73,17.47,17.52,18.02,16.4,15.8,17.3,19.57
양산시 - 주민등록인구＜br＞(B),Statistics,213695.0,222299.0,226425.0,231956.0,243012.0,250387.0,260239.0,266403.0,270460.0,279565.0,292376.0,301291.0,317037.0,338535.0,348639.0,350759.0,352229.0,354726.0,353792.0,355122.0
양양군 - 등록외국인＜br＞(A),Statistics,177.0,216.0,256.0,227.0,231.0,239.0,326.0,303.0,251.0,264.0,266.0,287.0,297.0,283.0,305.0,306.0,296.0,283.0,343.0,366.0
양양군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,6.06,7.41,8.93,7.97,8.22,8.55,11.67,10.84,9.03,9.54,9.67,10.44,10.91,10.4,11.15,11.04,10.59,10.14,12.31,13.21
양양군 - 주민등록인구＜br＞(B),Statistics,29187.0,29132.0,28661.0,28472.0,28115.0,27957.0,27929.0,27942.0,27802.0,27659.0,27521.0,27479.0,27218.0,27207.0,27347.0,27726.0,27946.0,27913.0,27866.0,27710.0
양주시 - 등록외국인＜br＞(A),Statistics,7295.0,6659.0,7259.0,7394.0,7108.0,7386.0,7732.0,7511.0,7011.0,7186.0,7430.0,7254.0,7298.0,7121.0,7299.0,7464.0,7011.0,6703.0,7488.0,8634.0
양주시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,47.81,41.47,42.75,41.1,39.51,40.56,39.31,37.49,35.0,36.08,36.77,35.35,35.51,33.57,33.64,33.57,30.44,28.36,30.76,32.21
양주시 - 주민등록인구＜br＞(B),Statistics,152596.0,160589.0,169806.0,179914.0,179914.0,182106.0,196706.0,200360.0,200310.0,199143.0,202072.0,205184.0,205513.0,212146.0,216951.0,222314.0,230359.0,236368.0,243432.0,268026.0
양천구 - 등록외국인＜br＞(A),Statistics,2544.0,3033.0,3889.0,4916.0,5556.0,5289.0,5222.0,5397.0,4622.0,4406.0,4487.0,4478.0,4106.0,3864.0,3960.0,4120.0,3530.0,3185.0,3129.0,3224.0
양천구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,5.14,6.07,7.75,9.76,11.06,10.55,10.44,10.79,9.32,8.95,9.23,9.24,8.59,8.2,8.53,8.99,7.77,7.12,7.1,7.39
양천구 - 주민등록인구＜br＞(B),Statistics,495098.0,499755.0,501717.0,503650.0,502343.0,501395.0,500001.0,500210.0,495911.0,492528.0,486221.0,484532.0,477739.0,471154.0,464185.0,458165.0,454251.0,447302.0,440881.0,436028.0
양평군 - 등록외국인＜br＞(A),Statistics,569.0,604.0,790.0,906.0,1136.0,1079.0,1117.0,1201.0,1138.0,1253.0,1395.0,1469.0,1513.0,1593.0,1575.0,1500.0,1364.0,1309.0,1381.0,1503.0
양평군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,6.72,7.06,9.15,10.31,12.65,11.8,11.66,12.08,11.14,12.09,13.24,13.56,13.59,13.84,13.57,12.83,11.48,10.8,11.29,12.0
양평군 - 주민등록인구＜br＞(B),Statistics,84673.0,85533.0,86298.0,87874.0,89812.0,91450.0,95833.0,99430.0,102193.0,103620.0,105379.0,108316.0,111367.0,115105.0,116095.0,116874.0,118810.0,121230.0,122323.0,125238.0
여수시 - 등록외국인＜br＞(A),Statistics,803.0,1002.0,1336.0,1757.0,2045.0,2140.0,2390.0,2788.0,2998.0,3199.0,3559.0,3905.0,4048.0,4146.0,4568.0,4693.0,4624.0,5215.0,5684.0,6405.0
여수시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,2.63,3.32,4.49,5.95,6.93,7.29,8.14,9.52,10.26,10.98,12.23,13.46,14.01,14.48,16.12,16.6,16.5,18.84,20.69,23.57
여수시 - 주민등록인구＜br＞(B),Statistics,305312.0,301389.0,297489.0,295439.0,295133.0,293546.0,293488.0,292750.0,292217.0,291366.0,290900.0,290168.0,288988.0,286382.0,283300.0,282786.0,280242.0,276762.0,274765.0,271696.0
여주시 - 등록외국인＜br＞(A),Statistics,,,,,,,,,,2602.0,2900.0,3015.0,3065.0,3512.0,3549.0,3576.0,3461.0,3167.0,3502.0,4124.0
여주시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,,,,,,,,,,23.8,26.27,27.15,27.47,31.36,31.82,32.19,30.93,28.24,30.95,36.05
여주시 - 주민등록인구＜br＞(B),Statistics,,,,,,,,,,109343.0,110386.0,111033.0,111563.0,111984.0,111525.0,111083.0,111897.0,112150.0,113150.0,114412.0
연수구 - 등록외국인＜br＞(A),Statistics,1081.0,1381.0,2297.0,2712.0,3105.0,3099.0,3659.0,3842.0,3887.0,4529.0,5718.0,6703.0,7629.0,9135.0,11003.0,13177.0,12419.0,12459.0,14256.0,16818.0
연수구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,4.22,5.2,8.48,10.09,11.56,11.41,13.1,13.34,13.28,15.08,18.4,21.01,23.21,27.26,31.77,35.95,32.05,31.98,36.95,42.86
연수구 - 주민등록인구＜br＞(B),Statistics,255998.0,265658.0,271010.0,268780.0,268668.0,271497.0,279230.0,287903.0,292589.0,300305.0,310703.0,319052.0,328627.0,335142.0,346359.0,366550.0,387450.0,389644.0,385796.0,392416.0
연제구 - 등록외국인＜br＞(A),Statistics,551.0,572.0,640.0,777.0,887.0,794.0,757.0,805.0,790.0,753.0,775.0,771.0,765.0,777.0,785.0,826.0,767.0,690.0,722.0,823.0
연제구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,2.48,2.63,2.98,3.65,4.17,3.77,3.56,3.77,3.73,3.6,3.73,3.66,3.69,3.76,3.78,3.94,3.67,3.33,3.55,4.0
연제구 - 주민등록인구＜br＞(B),Statistics,221853.0,217763.0,214809.0,212658.0,212810.0,210390.0,212696.0,213326.0,211536.0,209290.0,208012.0,210718.0,207268.0,206742.0,207840.0,209395.0,209157.0,207144.0,203536.0,205766.0
연천군 - 등록외국인＜br＞(A),Statistics,674.0,625.0,648.0,656.0,668.0,761.0,796.0,757.0,729.0,760.0,791.0,892.0,979.0,976.0,973.0,1015.0,917.0,832.0,988.0,1184.0
연천군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,13.84,13.26,14.06,14.39,14.68,16.82,17.62,16.86,15.99,16.66,17.44,19.51,21.33,21.48,21.8,23.16,21.07,19.48,23.49,28.47
연천군 - 주민등록인구＜br＞(B),Statistics,48687.0,47123.0,46075.0,45603.0,45495.0,45241.0,45177.0,44900.0,45599.0,45610.0,45363.0,45725.0,45907.0,45431.0,44633.0,43824.0,43516.0,42721.0,42062.0,41584.0
영광군 - 등록외국인＜br＞(A),Statistics,164.0,184.0,224.0,342.0,422.0,464.0,523.0,520.0,578.0,629.0,687.0,750.0,761.0,858.0,889.0,921.0,927.0,877.0,985.0,1121.0
영광군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,2.6,2.99,3.73,5.81,7.27,8.14,9.12,9.14,10.1,10.92,12.09,13.33,13.68,15.66,16.42,17.1,17.46,16.87,18.87,21.66
영광군 - 주민등록인구＜br＞(B),Statistics,62959.0,61500.0,60045.0,58837.0,58075.0,57037.0,57362.0,56863.0,57224.0,57617.0,56833.0,56267.0,55618.0,54774.0,54127.0,53852.0,53099.0,51985.0,52197.0,51750.0
영덕군 - 등록외국인＜br＞(A),Statistics,133.0,179.0,210.0,256.0,313.0,343.0,386.0,465.0,538.0,601.0,732.0,772.0,921.0,946.0,996.0,997.0,936.0,919.0,1092.0,1413.0
영덕군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,2.9,3.98,4.52,5.89,7.33,8.22,9.33,11.4,13.36,14.97,18.49,19.7,23.58,24.55,26.14,26.69,25.78,26.02,31.52,41.49
영덕군 - 주민등록인구＜br＞(B),Statistics,45826.0,45003.0,46460.0,43470.0,42707.0,41710.0,41377.0,40794.0,40257.0,40142.0,39586.0,39191.0,39052.0,38529.0,38108.0,37361.0,36313.0,35314.0,34650.0,34055.0
영도구 - 등록외국인＜br＞(A),Statistics,884.0,1108.0,1248.0,1388.0,1698.0,1648.0,1633.0,1679.0,1657.0,1621.0,1648.0,1654.0,1664.0,1592.0,1595.0,1661.0,1571.0,1575.0,1833.0,2308.0
영도구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,5.32,6.8,7.86,8.94,11.16,11.12,11.12,11.72,11.86,11.94,12.48,12.78,13.17,12.89,13.28,14.23,13.86,14.24,16.95,21.66
영도구 - 주민등록인구＜br＞(B),Statistics,166054.0,162961.0,158780.0,155273.0,152118.0,148139.0,146798.0,143205.0,139765.0,135816.0,132102.0,129385.0,126362.0,123521.0,120109.0,116711.0,113342.0,110638.0,108156.0,106548.0
영동군 - 등록외국인＜br＞(A),Statistics,308.0,388.0,407.0,437.0,480.0,492.0,462.0,518.0,517.0,532.0,555.0,558.0,554.0,558.0,603.0,853.0,772.0,801.0,957.0,1086.0
영동군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,5.86,7.49,8.01,8.72,9.55,9.76,9.14,10.23,10.2,10.53,10.92,11.01,10.96,11.11,12.13,17.5,16.26,17.5,21.29,24.57
영동군 - 주민등록인구＜br＞(B),Statistics,52597.0,51800.0,50819.0,50131.0,50276.0,50426.0,50523.0,50621.0,50663.0,50539.0,50803.0,50693.0,50552.0,50240.0,49715.0,48738.0,47475.0,45773.0,44956.0,44195.0
영등포구 - 등록외국인＜br＞(A),Statistics,9628.0,12941.0,21118.0,30973.0,35438.0,35949.0,38815.0,42112.0,35468.0,35106.0,39084.0,39307.0,36166.0,33474.0,35822.0,33308.0,27887.0,24071.0,22410.0,23006.0
영등포구 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,23.7,31.69,51.67,75.88,86.84,88.59,95.41,105.96,90.62,90.84,102.22,103.85,97.58,90.83,97.4,90.59,73.49,63.88,59.65,61.38
영등포구 - 주민등록인구＜br＞(B),Statistics,406261.0,408386.0,408698.0,408178.0,408099.0,405798.0,406833.0,397443.0,391408.0,386471.0,382352.0,378504.0,370613.0,368550.0,367778.0,367678.0,379480.0,376837.0,375675.0,374794.0
영암군 - 등록외국인＜br＞(A),Statistics,683.0,853.0,1422.0,2163.0,4112.0,4671.0,4252.0,4607.0,4026.0,3730.0,4750.0,5468.0,4846.0,3688.0,3972.0,4516.0,4169.0,4119.0,5182.0,8221.0
영암군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,10.96,13.76,23.1,35.61,68.41,78.06,70.77,76.61,67.1,63.16,80.71,94.05,84.95,66.31,72.57,82.72,77.64,77.81,98.9,157.04
영암군 - 주민등록인구＜br＞(B),Statistics,62336.0,62004.0,61546.0,60742.0,60106.0,59837.0,60082.0,60139.0,59997.0,59061.0,58852.0,58137.0,57045.0,55616.0,54731.0,54593.0,53699.0,52937.0,52395.0,52350.0
영양군 - 등록외국인＜br＞(A),Statistics,70.0,57.0,82.0,88.0,116.0,113.0,136.0,138.0,175.0,194.0,211.0,227.0,216.0,217.0,206.0,205.0,192.0,255.0,262.0,275.0
영양군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.46,2.85,4.18,4.6,6.18,6.09,7.37,7.57,9.61,10.6,11.6,12.68,12.19,12.41,11.87,12.06,11.5,15.63,16.35,17.56
영양군 - 주민등록인구＜br＞(B),Statistics,20205.0,20025.0,19615.0,19119.0,18766.0,18553.0,18451.0,18241.0,18208.0,18297.0,18197.0,17898.0,17713.0,17479.0,17356.0,16993.0,16692.0,16320.0,16022.0,15661.0
영월군 - 등록외국인＜br＞(A),Statistics,212.0,245.0,264.0,305.0,274.0,257.0,267.0,282.0,284.0,248.0,260.0,245.0,257.0,260.0,268.0,281.0,240.0,245.0,260.0,343.0
영월군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,5.0,5.9,6.52,7.57,6.82,6.38,6.61,7.02,7.07,6.18,6.47,6.09,6.41,6.49,6.75,7.18,6.21,6.46,6.89,9.19
영월군 - 주민등록인구＜br＞(B),Statistics,42406.0,41538.0,40511.0,40290.0,40201.0,40265.0,40407.0,40199.0,40155.0,40150.0,40191.0,40216.0,40073.0,40067.0,39730.0,39127.0,38662.0,37904.0,37728.0,37332.0
영주시 - 등록외국인＜br＞(A),Statistics,395.0,570.0,769.0,979.0,979.0,1025.0,930.0,868.0,827.0,792.0,848.0,902.0,1040.0,1097.0,1175.0,1103.0,893.0,788.0,975.0,1100.0
영주시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.25,4.79,6.57,8.51,8.59,9.05,8.16,7.6,7.28,7.03,7.65,8.22,9.52,10.12,11.0,10.5,8.66,7.73,9.68,10.98
영주시 - 주민등록인구＜br＞(B),Statistics,121513.0,119098.0,116965.0,115083.0,113930.0,113309.0,113926.0,114148.0,113547.0,112625.0,110780.0,109735.0,109247.0,108371.0,106801.0,105067.0,103119.0,101942.0,100749.0,100199.0
영천시 - 등록외국인＜br＞(A),Statistics,1371.0,1408.0,1756.0,1882.0,1902.0,1801.0,1912.0,2204.0,2171.0,2379.0,2775.0,3029.0,3092.0,3546.0,3375.0,3251.0,2860.0,2611.0,2844.0,3511.0
영천시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,12.52,13.12,16.72,17.79,18.28,17.47,18.53,21.16,21.33,23.61,27.56,30.09,30.76,35.24,33.22,31.73,28.04,25.63,28.13,35.04
영천시 - 주민등록인구＜br＞(B),Statistics,109520.0,107337.0,105029.0,105819.0,104022.0,103115.0,103190.0,104182.0,101798.0,100778.0,100689.0,100648.0,100521.0,100615.0,101595.0,102470.0,102015.0,101888.0,101088.0,100212.0
예산군 - 등록외국인＜br＞(A),Statistics,655.0,709.0,922.0,1068.0,1098.0,1147.0,1226.0,1440.0,1422.0,1601.0,1721.0,1773.0,2032.0,2156.0,2205.0,2250.0,2028.0,2004.0,2186.0,2919.0
예산군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,7.13,7.81,10.29,12.04,12.46,13.16,14.09,16.66,16.56,18.79,20.27,21.24,24.98,26.84,27.53,28.4,25.97,26.09,28.25,37.25
예산군 - 주민등록인구＜br＞(B),Statistics,91832.0,90740.0,89585.0,88670.0,88144.0,87163.0,87002.0,86421.0,85876.0,85205.0,84919.0,83484.0,81339.0,80338.0,80083.0,79238.0,78084.0,76801.0,77385.0,78354.0
예천군 - 등록외국인＜br＞(A),Statistics,179.0,249.0,294.0,347.0,451.0,417.0,399.0,401.0,398.0,412.0,455.0,478.0,522.0,533.0,537.0,564.0,552.0,498.0,507.0,614.0
예천군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.43,4.89,5.85,7.1,9.4,8.81,8.48,8.61,8.65,9.04,10.09,10.7,11.31,10.82,10.08,10.24,9.93,8.93,9.09,11.1
예천군 - 주민등록인구＜br＞(B),Statistics,52132.0,50951.0,50218.0,48866.0,47993.0,47306.0,47049.0,46579.0,46027.0,45573.0,45104.0,44674.0,46166.0,49253.0,53274.0,55100.0,55613.0,55739.0,55755.0,55325.0
오산시 - 등록외국인＜br＞(A),Statistics,1458.0,1534.0,2145.0,2755.0,3453.0,3764.0,4313.0,4990.0,4954.0,5884.0,7254.0,8081.0,8043.0,8428.0,9450.0,9696.0,9231.0,8596.0,8569.0,9503.0
오산시 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,12.02,11.81,15.74,18.89,22.98,23.56,23.63,25.74,24.73,28.64,34.78,39.07,38.55,39.49,42.94,42.83,40.18,37.38,37.28,41.38
오산시 - 주민등록인구＜br＞(B),Statistics,121326.0,129843.0,136311.0,145825.0,150237.0,159734.0,182516.0,193892.0,200291.0,205460.0,208565.0,206828.0,208656.0,213437.0,220070.0,226379.0,229725.0,229983.0,229849.0,229656.0
옥천군 - 등록외국인＜br＞(A),Statistics,445.0,524.0,614.0,641.0,695.0,671.0,700.0,732.0,672.0,705.0,768.0,789.0,776.0,741.0,786.0,747.0,678.0,680.0,770.0,907.0
옥천군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,7.86,9.42,11.18,11.74,12.76,12.4,12.96,13.68,12.62,13.36,14.64,15.06,14.85,14.31,15.27,14.64,13.42,13.57,15.55,18.55
옥천군 - 주민등록인구＜br＞(B),Statistics,56634.0,55610.0,54923.0,54608.0,54475.0,54117.0,54025.0,53496.0,53244.0,52763.0,52469.0,52404.0,52267.0,51766.0,51465.0,51023.0,50527.0,50093.0,49520.0,48891.0
옹진군 - 등록외국인＜br＞(A),Statistics,108.0,107.0,222.0,219.0,112.0,107.0,113.0,137.0,120.0,128.0,155.0,181.0,171.0,168.0,191.0,225.0,215.0,193.0,294.0,396.0
옹진군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,7.29,6.86,13.46,12.9,6.45,5.87,6.03,7.03,5.99,6.18,7.49,8.63,8.01,7.79,9.08,10.94,10.51,9.49,14.26,19.43
옹진군 - 주민등록인구＜br＞(B),Statistics,14820.0,15609.0,16491.0,16980.0,17376.0,18221.0,18739.0,19485.0,20039.0,20698.0,20703.0,20962.0,21351.0,21573.0,21036.0,20566.0,20455.0,20342.0,20613.0,20377.0
완도군 - 등록외국인＜br＞(A),Statistics,191.0,224.0,225.0,305.0,312.0,344.0,600.0,594.0,645.0,887.0,1149.0,1364.0,1668.0,1769.0,1972.0,2169.0,2212.0,2144.0,2848.0,3907.0
완도군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,3.19,3.81,3.92,5.43,5.67,6.34,11.06,10.99,11.97,16.54,21.61,25.73,31.67,33.95,38.31,42.79,44.31,44.09,59.84,83.77
완도군 - 주민등록인구＜br＞(B),Statistics,59950.0,58841.0,57464.0,56201.0,54999.0,54301.0,54269.0,54037.0,53871.0,53619.0,53174.0,53014.0,52668.0,52109.0,51477.0,50689.0,49916.0,48631.0,47597.0,46641.0
완주군 - 등록외국인＜br＞(A),Statistics,735.0,910.0,1285.0,1589.0,2016.0,2191.0,2210.0,2106.0,1937.0,2057.0,2229.0,2241.0,2287.0,2507.0,3419.0,3661.0,3226.0,3009.0,3589.0,4155.0
완주군 - 인구 천명당 외국인수＜br＞(A÷B×1000),Statistics,8.91,10.88,15.44,19.15,24.07,26.12,25.96,24.88,22.48,23.65,24.66,23.51,23.95,26.12,36.2,39.7,35.21,33.01,38.83,42.47
완주군 - 주민등록인구＜br＞(B),Statistics,82482.0,83651.0,83199.0,82972.0,83757.0,83885.0,85119.0,84660.0,86164.0,86978.0,90377.0,95303.0,95480.0,95975.0,94444.0,92220.0,91609.0,91142.0,92422.0,97827.0
